Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Abalone Bio,Seed,Seed,"$150,000","Mar 16, 2020",Abalone Bio,Abalone Bio develops full-spectrum antibody drugs to access promising therapeutic targets and unlock new disease treatments.,"Biotechnology, Health Care, Product Research",—,"Richmond, California, United States, North America",www.abalonebio.com/,,"$1,474,998",Seed,4,—,5
Seed Round - Technology Business Research,Seed,Seed,"$730,000","May 1, 2020",Technology Business Research,TBR is an analyst firm that conducts research to help business decision makers keep their companies competitive.,"Business Development, Consulting, Market Research",—,"Hampton, New Hampshire, United States, North America",tbri.com,,"$730,000",Seed,1,—,—
Seed Round - Remote,Seed,Seed,"$11,000,000","Apr 1, 2020",Remote,"Remote offers payroll, tax, HR, and compliance solutions for distributed teams.","Compliance, Consulting, Human Resources, Recruiting, Software",—,"San Francisco, California, United States, North America",remote.com,,"$496,000,000",Late Stage Venture,4,Two Sigma Ventures,9
Seed Round - Walrus.ai,Seed,Seed,"$4,000,000","Apr 27, 2020",Walrus.ai,Walrus.ai is a new software company provides End-to-end tests in 1 line of code.,"Artificial Intelligence, Computer, Software",—,"San Francisco, California, United States, North America",walrus.ai/,,"$4,000,000",M&A,1,Leadout Capital,3
Seed Round - otto-js,Seed,Seed,"$1,000,000","May 7, 2020",otto-js,Script Integrity: Automated Script Compliance and Security software. Bringing visibility and control to third-party risk.,"Artificial Intelligence, Cyber Security, Fraud Detection, Information Technology, IT Management, Predictive Analytics, Privacy, Real Time, SaaS, Security","Women Founded, Women Led","Memphis, Tennessee, United States, North America",www.otto-js.com,,"$5,500,000",Seed,3,—,—
Pre Seed Round - Snark.art,Pre-Seed,Seed,"$790,000","Mar 16, 2020",Snark.art,Snark.art is a art production platform that uses blockchain as a creative medium.,Blockchain,—,"Brooklyn, New York, United States, North America",www.snark.art/,,"$2,290,000",Seed,2,Alphemy Capital,2
Seed Round - Evidence Based Practice Institute,Seed,Seed,"$950,000","Apr 1, 2020",Evidence Based Practice Institute,Evidence Based Practice Institute promotes mental health services for children and youth.,"Children, Health Care, Young Adults",Women Led,"Seattle, Washington, United States, North America",www.ebp.institute,,"$950,000",Seed,1,—,—
Seed Round - BCMstrategy,Seed,Seed,"$500,000","Mar 25, 2020",BCMstrategy,BCMstrategy provides automated predictive analytics tools.,"Analytics, Database, Natural Language Processing, Predictive Analytics",—,"Alexandria, Virginia, United States, North America",www.bcmstrategy2.com/,,"$845,000",—,5,—,0
Pre Seed Round - Quattr,Pre-Seed,Seed,"$1,065,000","Mar 21, 2020",Quattr,Quattr is a SEO platform that uses AI and large language models like ones used by chatGPT to drive higher SEO and SEM traffic and leads.,"Artificial Intelligence, Content Discovery, Content Marketing, Digital Marketing, Internet, Marketing, Natural Language Processing, SEM, SEO",—,"Palo Alto, California, United States, North America",www.quattr.com/,,"$7,065,000",Seed,2,Emergent Ventures,1
Pre Seed Round - Pluralytics,Pre-Seed,Seed,"$250,000","Mar 15, 2020",Pluralytics,The first AI language intelligence & generation solution built to help companies & brands resonate based on the words they choose.,"Artificial Intelligence, Digital Marketing, Enterprise Software, Machine Learning, Marketing Automation, Natural Language Processing","Middle Eastern / North African Led, Women Founded, Women Led","Minneapolis, Minnesota, United States, North America",www.pluralytics.com,,"$4,600,000",Seed,6,—,—
"Pre Seed Round - HomeSirens, Inc.",Pre-Seed,Seed,"$5,000","Apr 1, 2020","HomeSirens, Inc.","SaaS Internet Security Solution that protects home consumers, work from home users, and small businesses with high speed internet.","Cyber Security, Home Services, Information Technology, Internet, Internet of Things, Network Security, SaaS, Smart Home",—,"Charlotte, North Carolina, United States, North America",www.homesirens.com,,"$40,000",Seed,3,—,—
Seed Round - Nuvocargo,Seed,Seed,"$5,300,000","Apr 21, 2020",Nuvocargo,Nuvocargo is the all-in-one digital platform for cross-border trade between USA and Mexico.,"FinTech, Freight Service, Logistics, Software, Supply Chain Management, Transportation","Hispanic / Latine Founded, Hispanic / Latine Led","New York, New York, United States, North America",www.nuvocargo.com/,,"$74,390,000",Early Stage Venture,6,"ALLVP, NFX",10
Seed Round - Altay Therapeutics,Seed,Seed,"$150,000","Mar 16, 2020",Altay Therapeutics,Altay Therapeutics is a biotech company focused on finding and discovering small molecule therapies for chronic inflammatory conditions.,"Biotechnology, Health Care, Life Science, Therapeutics",—,"San Francisco, California, United States, North America",www.altaytherapeutics.com/,,"$3,235,000",Seed,6,—,3
Seed Round - Mistro,Seed,Seed,"$150,000","Mar 16, 2020",Mistro,Mistro offers a platform that provides unique benefits plan to each remote employee.,"Developer Platform, Employee Benefits, Human Resources","Women Founded, Women Led","San Francisco, California, United States, North America",mistro.io/,,"$150,000",Seed,2,—,2
Seed Round - Symmetric Health Solutions,Seed,Seed,"$75,000","Apr 20, 2020",Symmetric Health Solutions,Symmetric Health Solutions provides a healthcare supply and analytics platform for medical supplies.,"Analytics, Business Intelligence, Data Mining, Health Care, Natural Language Processing, Procurement, Supply Chain Management",—,"Philadelphia, Pennsylvania, United States, North America",symmetrichealthsolutions.com/,,"$100,000",Seed,3,—,1
Seed Round - EdgeIQ,Seed,Seed,"$300,000","Apr 13, 2020",EdgeIQ,"EdgeIQ develops a DeviceOps platform for managing devices, data, software, cloud integrations, and business workflows.","Analytics, Data Integration, Developer APIs, Internet of Things",—,"Boston, Massachusetts, United States, North America",www.edgeiq.io/,,"$8,800,000",Early Stage Venture,2,—,—
Seed Round - Every Mother,Seed,Seed,"$1,500,000","May 6, 2020",Every Mother,Every Mother is a research-backed women’s health company.,"Fitness, Health Care, Wellness","Women Founded, Women Led","Brooklyn, New York, United States, North America",every-mother.com,,"$1,999,963",Seed,4,Courtside Ventures,7
Pre Seed Round - Humanly.io,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Humanly.io,Humanly.io is a conversational AI that engages with every single candidate.,"Artificial Intelligence, Human Resources, Machine Learning, Recruiting, SaaS, Software",—,"Seattle, Washington, United States, North America",humanly.io/,,"$23,213,303",Early Stage Venture,7,Y Combinator,1
Seed Round - International Blockchain Monetary Reserve,Seed,Seed,"$3,480,000","Mar 26, 2020",International Blockchain Monetary Reserve,The International Blockchain Monetary Reserve is a microfinance economic development agency.,"FinTech, Information Technology, Service Industry",—,"New York, New York, United States, North America",ibmr.io/,,"$3,480,000",Seed,1,Borderless Capital,1
Seed Round - Perceive,Seed,Seed,"$250,000","Mar 25, 2020",Perceive,Consumer behavior analytics for the non-digital/physical world leveraging 3D cameras and AI.,"Artificial Intelligence, Customer Service, Machine Learning, Retail, Software",—,"Fishers, Indiana, United States, North America",www.perceiveinc.com/,,"$1,576,330",Seed,3,—,1
Seed Round - Quiclips,Seed,Seed,"$200,000","Mar 30, 2020",Quiclips,A decentralized Short Form Video Platform for short video clips and live video streaming,"E-Commerce Platforms, Video, Video Streaming",—,"San Jose, California, United States, North America",www.quiclips.com,,"$200,000",Seed,1,—,—
Seed Round - Slingshow,Seed,Seed,"$150,000","Mar 16, 2020",Slingshow,Slingshow provides organizations with a no-download screen recording to resolve customer issues.,"Customer Service, Information Services, Video",—,"Van Nuys, California, United States, North America",www.slingshow.com/,,"$150,000",Seed,1,—,2
Seed Round - EvolutionIQ,Seed,Seed,"$1,000","Apr 16, 2020",EvolutionIQ,EvolutionIQ is an AI company that offers claims guidance solutions for insurance companies.,"Artificial Intelligence, Commercial Insurance, Fraud Detection, Insurance, InsurTech, Risk Management",—,"New York, New York, United States, North America",www.evolutioniq.com,,"$43,296,949",—,6,—,—
Seed Round - Tropic,Seed,Seed,"$2,100,000","Apr 8, 2020",Tropic,Tropic is a software platform that offers full-service procurement solutions for tech-forward companies.,"Marketing, Procurement, SaaS, Software",—,"New York, New York, United States, North America",tropicapp.io,,"$67,100,000",Early Stage Venture,3,Founder Collective,7
Seed Round - Demand Driven Technologies,Seed,Seed,"$3,600,000","Mar 30, 2020",Demand Driven Technologies,"Demand Driven Technologies provides Replenishment+, the first and most widely deployed DDMRP compliant supply chain software solution.","Computer, Software, Supply Chain Management",—,"Atlanta, Georgia, United States, North America",www.demanddriventech.com,,"$8,900,000",Seed,4,Midtown Capital Advisors,3
Seed Round - Black Swan Pharmaceuticals,Seed,Seed,"$130,240","Mar 25, 2020",Black Swan Pharmaceuticals,Black Swan Pharmaceuticals is dedicated to discovering and progressing innovative gene targeting therapeutics for neurological disorders.,"Biotechnology, Health Care, Health Diagnostics, Medical",—,"Wake Forest, North Carolina, United States, North America",blackswan-pharma.com/,,"$130,240",Seed,1,—,—
Pre Seed Round - Deep Meditate,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Deep Meditate,Deep Meditate is a mental fitness application platform that helps its users in meditation.,"Apps, Fitness, Health Care, Wellness",—,"Walnut, California, United States, North America",deepmeditate.com,,"$150,000",Seed,1,—,1
Pre Seed Round - Speedscale,Pre-Seed,Seed,"$650,000","Mar 20, 2020",Speedscale,Speedscale allows users to stress test cloud services with real-world scenarios.,"Developer APIs, Information Technology, Productivity Tools, Test and Measurement, Usability Testing",—,"Atlanta, Georgia, United States, North America",speedscale.com/,,"$11,975,000",Seed,4,—,—
Seed Round - DreamCraft,Seed,Seed,"$3,000,000","Mar 23, 2020",DreamCraft,"DreamCraft is a platform that allows anyone to create, publish and monetize games without coding.","Gaming, Information Technology, Software, Video Games",Women Founded,"San Mateo, California, United States, North America",www.dreamcraft.com/,,"$15,370,000",Early Stage Venture,3,Makers Fund,3
Pre Seed Round - VisioneersPartners,Pre-Seed,Seed,"$25,000","May 1, 2020",VisioneersPartners,AI powered SaaS platform gamifying the startup journey by adding Vision + Value leading to Velocity with risk analysis and recommendations.,"Artificial Intelligence, Knowledge Management, SaaS",—,"Horseheads, New York, United States, North America",visioneerspartners.com,,"$25,000",Seed,2,—,—
Pre Seed Round - Modern Village,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Modern Village,We're building the FamilyOS - software that lightens the load of running a family.,"Children, Parenting","Women Founded, Women Led","Alexandria, Virginia, United States, North America",www.modernvillage.com/,,"$150,000",Seed,1,Y Combinator,1
Seed Round - DocuMentor,Seed,Seed,"$20,000","Mar 18, 2020",DocuMentor,DocuMentor offers electronic visit verification software solutions for agencies serving aged and disabled.,"Document Management, Enterprise Software, Software",—,"Indianapolis, Indiana, United States, North America",yourdocumentor.com,,"$340,000",Seed,4,Elevate Ventures,1
Seed Round - The Dipp,Seed,Seed,"$2,300,000","Apr 22, 2020",The Dipp,The Dipp is a digital community prioritizing women and their passions.,"Communities, Media and Entertainment, Social Media","Women Founded, Women Led","Brooklyn, New York, United States, North America",thedipp.com/,,"$2,300,000",Seed,2,Defy.vc,1
Seed Round - So-B,Seed,Seed,"$400,000","Apr 8, 2020",So-B,So-B is a health and technology company that is redefining lip and skin health.,"Consumer Goods, Health Care, Personal Health, Subscription Service, Wellness",—,"Charlotte, North Carolina, United States, North America",getso-b.com,,"$400,000",Seed,1,—,0
Seed Round - GameIQ,Seed,Seed,"$42,120","Apr 14, 2020",GameIQ,GameIQ creates gamification technologies to digitally engage consumers and reward spending.,"Industrial, Information Technology, Real Time, Software",—,"Carlsbad, California, United States, North America",www.spindyapp.com,,"$3,478,370",M&A,3,—,—
Seed Round - biospatial,Seed,Seed,"$1,800,000","Mar 26, 2020",biospatial,biospatial is a platform that analyzes healthcare data to support the missions of public sector and commercial healthcare entities.,"Analytics, Health Care, Information Services, Predictive Analytics",—,"Durham, North Carolina, United States, North America",www.biospatial.io,,"$6,814,780",Early Stage Venture,4,—,1
Pre Seed Round - Erudit,Pre-Seed,Seed,"$1,200,000","May 1, 2020",Erudit,"Erudit applies the latest technologies so companies get reliable, timely People Analytics for data-powered decisions.","Analytics, Artificial Intelligence, Business Information Systems, Business Intelligence, Data Integration, Employment, Management Information Systems, Natural Language Processing, Psychology, Wellness",—,"Miami, Florida, United States, North America",www.erudit.ai,,"$5,314,339",—,4,"Centre for the Development of Industrial Technology (CDTI), Draper B1, Encomenda VC",5
Seed Round - Pressful,Seed,Seed,"$30,000","May 6, 2020",Pressful,"A simple way to showcase your brand, start up, or announce your news with a journalist video interview.","Broadcasting, Content, Internet, Media and Entertainment, News, Public Relations, Video",—,"San Francisco, California, United States, North America",www.Pressful.com,,"$50,000",Seed,2,—,—
Seed Round - Capitalize,Seed,Seed,"$2,000,000","Mar 25, 2020",Capitalize,Capitalize is a fintech company that helps people save for and manage their retirement accounts,"Finance, Financial Services, FinTech",—,"New York, New York, United States, North America",www.hicapitalize.com,,"$14,500,000",Early Stage Venture,2,Bling Capital,4
Seed Round - Evolution Space,Seed,Seed,"$50,000","Mar 15, 2020",Evolution Space,"Solid, simple propulsion and launch for the next generation of space and defense technology.","Aerospace, Air Transportation",—,"Mojave, California, United States, North America",www.evolutionspace.com,,"$1,104,500",Seed,7,—,—
Pre Seed Round - Lean Orb,Pre-Seed,Seed,"$25,000","Apr 2, 2020",Lean Orb,Compostable foodservice packaging,—,—,"Miami, Florida, United States, North America",www.leanorb.com/,,"$25,000",Seed,1,SoGal Ventures,1
Seed Round - Amperon,Seed,Seed,"$2,000,000","Apr 13, 2020",Amperon,Amperon is a provider of smart meters to deliver real-time energy data forecasts.,"Artificial Intelligence, Energy, Test and Measurement",—,"Houston, Texas, United States, North America",www.amperon.co,,"$22,349,988",—,6,Blackhorn Ventures,8
Seed Round - Joule Assets,Seed,Seed,"$30,000","Mar 17, 2020",Joule Assets,"Joule Assets is a provider of energy reduction market analysis, tools, and financing.","Energy, Financial Services, Renewable Energy",—,"Bedford Hills, New York, United States, North America",www.jouleassets.com,,"$30,000",Seed,1,—,—
Seed Round - ClearFlame Engines,Seed,Seed,"$3,000,000","Apr 21, 2020",ClearFlame Engines,"ClearFlame decarbonizes heavy-duty engines while reducing operating costs, to protect the future from the challenge of diesel fuel.","Automotive, Fuel, Machinery Manufacturing, Manufacturing, Mechanical Engineering",Women Founded,"Geneva, Illinois, United States, North America",www.clearflameengines.com,,"$51,121,629",Early Stage Venture,7,Clean Energy Ventures,2
Seed Round - Signadot,Seed,Seed,"$150,000","Mar 16, 2020",Signadot,Kubernetes Developer Platform,"Information Services, Software, Software Engineering",—,"San Mateo, California, United States, North America",www.signadot.com/,,"$4,150,000",Seed,3,—,1
Seed Round - Truvideo,Seed,Seed,"$3,000,000","May 1, 2020",Truvideo,"Truvideo offers a proprietary video, texting and communication platform that helps businesses communicate with their customers.","SaaS, Unified Communications, Video",—,"Wellesley, Massachusetts, United States, North America",www.truvideo.com/,,"$4,700,000",Seed,2,—,—
Seed Round - Accurics,Seed,Seed,"$5,000,000","Apr 28, 2020",Accurics,"Accurics is a cloud cyber resilience specialist that enables resilient, self-healing cloud-native infrastructure.","Cloud Security, Software",—,"Pleasanton, California, United States, North America",www.accurics.com,,"$20,000,000",M&A,2,ClearSky,4
Seed Round - Dyno Therapeutics,Seed,Seed,"$9,000,000","May 11, 2020",Dyno Therapeutics,Dyno Therapeutics is a biotechnology company that uses artificial intelligence for gene therapy.,"Artificial Intelligence, Biotechnology, Health Care",—,"Cambridge, Massachusetts, United States, North America",www.dynotx.com,,"$109,000,000",Early Stage Venture,3,"CRV, Polaris Partners",2
Seed Round - Hugo,Seed,Seed,"$6,100,000","Apr 22, 2020",Hugo,Hugo is a collaborative note-taking app focused on sharing meeting notes across teams within companies.,"Apps, Knowledge Management, Meeting Software, Productivity Tools, Software",—,"San Francisco, California, United States, North America",www.hugo.team,,"$6,100,000",M&A,1,Gradient Ventures,4
Seed Round - QuillBot,Seed,Seed,"$4,200,000","Apr 22, 2020",QuillBot,QuillBot is a startup developing an AI writing tool that reconstructs its user's writing to be more clear and concise.,"Artificial Intelligence, Education, Natural Language Processing, Software",—,"Chicago, Illinois, United States, North America",www.quillbot.com,,"$4,200,000",M&A,1,"GSV Ventures, Sierra Ventures",3
Pre Seed Round - Reely,Pre-Seed,Seed,"$1,000,000","Mar 25, 2020",Reely,Reely is an AI-based real-time video analysis platform that automates content creation and distribution for sports & esports.,"Artificial Intelligence, Computer Vision, eSports, Gaming, Sports",Hispanic / Latine Led,"Santa Monica, California, United States, North America",www.reely.ai,,"$1,000,000",M&A,4,—,1
Seed Round - Positive Development,Seed,Seed,"$2,934,951","Apr 17, 2020",Positive Development,"Positive Development is improving lives by helping develop the skills to connect with one’s self, family, and community.","Children, Family, Health Care, Wellness",—,"Washington, District of Columbia, United States, North America",www.positivedevelopment.com/,,"$2,934,951",Seed,2,—,1
Pre Seed Round - Rezilient Health,Pre-Seed,Seed,"$2,200,000","Apr 15, 2020",Rezilient Health,No ordinary doctor's office.,"Health Care, Internet of Things, Medical, Subscription Service",—,"St Louis, Missouri, United States, North America",www.rezilienthealth.com,,"$4,700,000",Seed,4,—,—
Seed Round - Grounded Foods Co.,Seed,Seed,"$1,740,000","Mar 15, 2020",Grounded Foods Co.,"Grounded Foods makes plant-based cheeses from a proprietary fermentation process, using imperfect vegetables and hemp seed.","Food and Beverage, Snack Food","Women Founded, Women Led","Los Angeles, California, United States, North America",www.groundedfoods.com/,,"$4,440,000",Seed,3,Stray Dog Capital,3
Pre Seed Round - Weddily,Pre-Seed,Seed,"$645,000","Apr 1, 2020",Weddily,Weddily is a booking software and marketplace for weddings and events.,"E-Commerce, Marketplace, Real Estate, Software",—,"Laguna Beach, California, United States, North America",weddily.com/,,"$645,000",—,2,—,—
Pre Seed Round - Bestmap,Pre-Seed,Seed,"$45,000","Apr 2, 2020",Bestmap,Bestmap is an aggregator of all mobility and transportation providers in one app.,"Mobile Apps, Smart Cities, Transportation, Travel",—,"San Francisco, California, United States, North America",bestmap.net/,,"$345,000",Seed,3,—,—
Pre Seed Round - Letterdrop,Pre-Seed,Seed,"$150,000","Mar 31, 2020",Letterdrop,Letterdrop helps B2B companies create and distribute content.,"Content Marketing, Email Marketing, Marketing Automation, Sales Automation, SEO, Software",—,"San Francisco, California, United States, North America",letterdrop.com,,"$850,000",Seed,2,—,1
Seed Round - Gather AI,Seed,Seed,"$975,000","Apr 30, 2020",Gather AI,Gather AI is a provider software-only automated inventory monitoring solutions for modern warehouses.,"Artificial Intelligence, Drones, Robotics, Software, Warehousing",—,"Pittsburgh, Pennsylvania, United States, North America",gather.ai,,"$17,067,900",Early Stage Venture,6,—,2
Seed Round - Kickfin,Seed,Seed,"$5,000,000","Apr 15, 2020",Kickfin,Kickfin develops a gratuity management software that provides closed-loop cash management services.,"Finance, Financial Services, FinTech, Software",—,"Austin, Texas, United States, North America",kickfin.com/,,"$11,000,000",Early Stage Venture,2,Loomis,1
Pre Seed Round - Unety,Pre-Seed,Seed,"$150,000","Apr 21, 2020",Unety,Embedding sustainable finance into the workflows of ESG professionals,"CleanTech, FinTech, Real Estate",—,"Brooklyn, New York, United States, North America",www.unety.io/,,"$500,000",Seed,4,URBAN-X,1
Seed Round - Mainlogix Technology Inc,Seed,Seed,"$50,000","May 9, 2020",Mainlogix Technology Inc,Mainlogix Technology Inc. is an Internet of Things company.,Internet of Things,—,"Dover, Delaware, United States, North America",mainlogix.io,,"$100,000",Seed,2,Josiah Akinloye,1
Seed Round - DTonomy Inc.,Seed,Seed,"$5,000,000","Mar 20, 2020",DTonomy Inc.,AI-based solution to bridge gap between detection and response and ensure continuous SOC optimization,"Artificial Intelligence, Cyber Security, Software",—,"Cambridge, Massachusetts, United States, North America",www.dtonomy.com,,"$5,000,000",Seed,2,—,—
Seed Round - Iris Light Technologies,Seed,Seed,"$100,000","May 6, 2020",Iris Light Technologies,Iris Light Technologies is an electronic company that empowers the cloud through breakthrough on-chip laser technology.,"Artificial Intelligence, Electronics, Nanotechnology",—,"Chicago, Illinois, United States, North America",www.irislighttech.com/,,"$356,000",Seed,3,—,1
Seed Round - HelpCrunch,Seed,Seed,"$490,000","Mar 15, 2020",HelpCrunch,"All-in-one customer communication platform for support, marketing, and sales.","CRM, Customer Service, Email Marketing, Knowledge Management, Marketing Automation, Messaging, Mobile Apps, Software",—,"San Francisco, California, United States, North America",helpcrunch.com/,,"$490,000",Seed,1,—,—
Pre Seed Round - WAVE Drowning Detection Systems,Pre-Seed,Seed,"$50,000","Apr 1, 2020",WAVE Drowning Detection Systems,Drowning detection and aquatic safety platform,"Hardware, Information Technology, Internet of Things, Wearables, Wellness",—,"Westport, Connecticut, United States, North America",www.wavedds.com,,"$310,000",Seed,3,Connecticut Innovations,1
Seed Round - CASPR Biotech,Seed,Seed,"$250,000","Mar 30, 2020",CASPR Biotech,CASPR Biotech develops a CRISPR-based platform for molecular detection.,"Biotechnology, Health Care, Health Diagnostics",—,"San Francisco, California, United States, North America",caspr.bio/,,"$2,550,000",Seed,6,—,1
Seed Round - Edge Systems Technologies,Seed,Seed,"$349,965","Mar 19, 2020",Edge Systems Technologies,Edge Systems Technologies is a software employer and is an issuer of undisclosed merchandise and services.,"Information Technology, Online Games, Software, Video Games",—,"Washington, District of Columbia, United States, North America",www.footballgeniusgame.com/,,"$2,120,967",Seed,3,—,—
Pre Seed Round - Alicia Bots Inc.,Pre-Seed,Seed,"$20,000","May 5, 2020",Alicia Bots Inc.,Aliciabots is a Maritime and ocean robotics company,"Artificial Intelligence, Marine Technology, Robotics, Shipping",—,"Houston, Texas, United States, North America",aliciabots.com,,"$40,000",Seed,2,—,—
Seed Round - Rally Cry,Seed,Seed,"$1,200,000","Mar 26, 2020",Rally Cry,Rally Cry is an early-stage gaming technology startup located in Southern California.,"Gaming, Media and Entertainment",—,"Irvine, California, United States, North America",about.rallycry.gg,,"$1,200,000",Seed,2,—,8
Pre Seed Round - SM Investment Partners GP,Pre-Seed,Seed,"$138,250","Apr 4, 2020",SM Investment Partners GP,Medtech Investment Group,"Dental, Medical, Software",—,"Los Angeles, California, United States, North America",,,"$388,250",Seed,2,SM Investment Partners GP,1
Seed Round - Live Undiscovered Music (L√úM),Seed,Seed,"$3,000,000","Apr 1, 2020",Live Undiscovered Music (L√úM),We’re creating a digital community of artists and their NFT collectibles that give fans an all-access pass to owning their fandom,"Blockchain, Cryptocurrency, Music, Music Streaming, Social Media, Video",—,"Madison, Wisconsin, United States, North America",www.lum.fm,,"$6,100,000",Seed,4,—,3
Pre Seed Round - Genity,Pre-Seed,Seed,"$1,000,000","Mar 16, 2020",Genity,"PaaS, Saas, Cloud Computing, Serverless, Cybersecurity, Digital Identity","Cloud Computing, Cyber Security, Data Storage, IaaS, Identity Management, PaaS",—,"Chicago, Illinois, United States, North America",Genity.com,,"$7,250,000",Seed,2,—,—
Pre Seed Round - WizeFi,Pre-Seed,Seed,"$255,000","May 2, 2020",WizeFi,"Saas, Fintech, Web-based budgeting application","FinTech, SaaS, Software",—,"San Luis Obispo, California, United States, North America",www.wizefi.com,,"$255,000",Seed,2,—,—
Seed Round - Soteria Battery Innovation Group,Seed,Seed,"$3,268,709","Mar 31, 2020",Soteria Battery Innovation Group,"Soteria Battery Innovation Group enables portable electric power without the risk of fires, no matter the circumstances.","Battery, Energy, Renewable Energy",—,"Greenville, South Carolina, United States, North America",www.soteriabig.com/,,"$6,343,709",Early Stage Venture,4,—,—
Seed Round - ElectroNeek,Seed,Seed,"$2,500,000","Mar 26, 2020",ElectroNeek,ElectroNeek is a robotic process automation platform for MSPs & IT service providers.,"Artificial Intelligence, B2B, Developer Platform, Developer Tools, Information Technology, Software",—,"Austin, Texas, United States, North America",www.electroneek.com/,,"$23,655,000",Early Stage Venture,8,645 Ventures,7
Pre Seed Round - Dropp,Pre-Seed,Seed,"$2,500,000","May 1, 2020",Dropp,A payment service for small value transactions.,"Blockchain, Financial Services, FinTech, Payments",—,"Newark, New Jersey, United States, North America",dropp.cc/,,"$4,500,000",Seed,2,—,—
Seed Round - dreyev,Seed,Seed,"$200,000","Apr 2, 2020",dreyev,Dreyev provides intelligent vision safety systems for fleets and insurers.,"Artificial Intelligence, Automotive, Fleet Management, Insurance, InsurTech, Machine Learning, Software","Women Founded, Women Led","Purdys, New York, United States, North America",www.dreyev.com,,"$1,200,000",Seed,4,—,—
Seed Round - TruckPark Inc.,Seed,Seed,"$680,000","Apr 4, 2020",TruckPark Inc.,Parking inventory and booking platform that connects truck drivers and fleets with safe and available parking.,"Fleet Management, Geospatial, Information Technology, Logistics, Parking, Shipping Broker, Transportation",—,"Chicago, Illinois, United States, North America",www.truckpark.com,,"$1,305,000",Seed,3,—,—
Seed Round - Zynq,Seed,Seed,"$150,000","Mar 16, 2020",Zynq,"Zynq allows the user to create flexible work environments for employees, manage access to the office, and optimize space utilization.","Coworking, Meeting Software, Scheduling, Software",—,"San Francisco, California, United States, North America",zynq.io/,,"$150,000",Seed,2,—,2
Pre Seed Round - Luminai,Pre-Seed,Seed,"$250,000","Mar 15, 2020",Luminai,Luminai automates workflows by taking any multi-click process and making it one click.,"Information Services, Information Technology, Software",—,"San Francisco, California, United States, North America",www.luminai.com,,"$19,800,000",Early Stage Venture,4,Unshackled Ventures,1
Seed Round - Guard Grabber Technologies Inc.,Seed,Seed,"$300,000","Apr 14, 2020",Guard Grabber Technologies Inc.,"An end-to-end, on-demand marketplace providing businesses and customers with the tools and resources to connect.","Advertising, Information Technology, Marketing, Mobile Apps, Physical Security, Professional Services, Real Time, Security, Software",—,"Santa Barbara, California, United States, North America",www.guardgrabber.com/,,"$300,000",Seed,1,James Dame,1
Seed Round - Parallel Markets,Seed,Seed,"$4,314,989","Mar 27, 2020",Parallel Markets,Parallel Markets is an Identity verification and accreditation platform for financial platforms.,"Enterprise Software, Financial Services, FinTech, Identity Management",—,"New York, New York, United States, North America",parallelmarkets.com,,"$19,934,889",—,3,—,4
Seed Round - Buddy.ai,Seed,Seed,"$1,000,000","Apr 7, 2020",Buddy.ai,Voice-based virtual English tutor for kids,"Apps, Artificial Intelligence, EdTech, Education, Software",—,"Mountain View, California, United States, North America",buddy.ai,,"$2,230,000",Seed,8,LETA Capital,1
Seed Round - ChoiceWORX,Seed,Seed,"$3,600,000","Apr 17, 2020",ChoiceWORX,ChoiceWORX is an intelligent automation software company that is revolutionizing IT Operations.,"Artificial Intelligence, Information Technology, Productivity Tools, Software, Technical Support",—,"New York, New York, United States, North America",choiceworx.com/,,"$3,600,000",Seed,1,Tech Council Ventures,3
Seed Round - Mighty,Seed,Seed,"$50,000","Apr 15, 2020",Mighty,Mighty is a platform that streamlines the home repair process for every real estate transaction.,"Home Improvement, Information Technology, Marketplace, Mobile, Mobile Apps, Property Management, Real Estate, Software","Middle Eastern / North African Founded, Women Founded, Women Led","Pittsburgh, Pennsylvania, United States, North America",www.mightyproptech.com,,"$125,000",Seed,3,—,1
Seed Round - Hiration,Seed,Seed,"$2,900,000","Apr 15, 2020",Hiration,Hiration is an AI-powered recruitment marketplace helping job seekers in each step of their job search process.,"Artificial Intelligence, Career Planning, Human Resources, Marketplace, Recruiting",—,"Palo Alto, California, United States, North America",www.hiration.com,,"$2,900,000",Seed,1,"Prime Venture Partners, Venture Highway, Y Combinator",4
Pre Seed Round - Docty Inc.,Pre-Seed,Seed,"$1,000,000","Mar 17, 2020",Docty Inc.,"A SaaS Data-Driven, Human-Centric Digital healthcare Global ecosystem","Health Care, Medical, mHealth, SaaS",—,"Norwalk, Connecticut, United States, North America",docty.ai,,"$1,500,000",Seed,2,—,—
Pre Seed Round - Patron Consumer Intelligence,Pre-Seed,Seed,"$250,000","Apr 20, 2020",Patron Consumer Intelligence,Patron is a Geospatial SaaS for Consumer Intelligence technology.,"Artificial Intelligence, Retail Technology, SaaS, Software",South Asian Founded,"Atlanta, Georgia, United States, North America",patrontec.com,,"$250,000",Seed,1,Silicon Road Ventures,1
