Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Glass | Government Ecosystems,Seed,Seed,"$300,000","Apr 6, 2020",Glass | Government Ecosystems,e-Commerce startup revolutionizing how governments buy.,"Government, Procurement","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","San Francisco, California, United States, North America",discover.glass/,,"$4,450,000",Seed,4,—,2
Pre Seed Round - Beereaders,Pre-Seed,Seed,"$335,000","Apr 1, 2020",Beereaders,Beereaders provides a digital reading experience that motivates and supports Spanish-speaking students.,"EdTech, Education, Language Learning",Hispanic / Latine Founded,"Austin, Texas, United States, North America",www.beereaders.com,,"$7,695,000",Seed,6,"Arc Capital Development, Jean Salata",3
Seed Round - Moonlight Therapeutics,Seed,Seed,"$300,000","May 11, 2020",Moonlight Therapeutics,"Moonlight Therapeutics is focused on developing safe, effective, and patient-friendly treatments for food allergies.","Biotechnology, Health Care, Life Science",—,"Atlanta, Georgia, United States, North America",www.moonlighttx.com,,"$2,800,000",Early Stage Venture,4,—,1
Seed Round - Found,Seed,Seed,"$800,000","Mar 18, 2020",Found,Found is a fintech company that provides business banking services for self-employed people.,Financial Services,"Women Founded, Women Led","San Francisco, California, United States, North America",found.com,,"$75,200,000",Early Stage Venture,5,—,—
Seed Round - StackHawk,Seed,Seed,"$2,500,000","Mar 18, 2020",StackHawk,StackHawk is a SaaS company helping developers find application security bugs.,"Developer Tools, SaaS, Security, Software, Web Development","Women Founded, Women Led","Denver, Colorado, United States, North America",www.stackhawk.com,,"$35,325,000",Early Stage Venture,4,"Costanoa Ventures, Foundry Group",4
Seed Round - Layla Wellness,Seed,Seed,"$100,000","Mar 31, 2020",Layla Wellness,Layla is a fertility monitoring company that predicts the fertile window with an intravaginal ring and mobile app.,"Fertility, Medical Device, Mobile Apps, Personal Health, Women's","Women Founded, Women Led","Salt Lake City, Utah, United States, North America",www.laylawellness.com,,"$408,000",Seed,10,—,1
Seed Round - NxTSTOP,Seed,Seed,"$300,000","Mar 15, 2020",NxTSTOP,"NxTSTOP offers outfits for world explorers with ""travleisure"" clothing and accessories.","Hospitality, Leisure, Travel",—,"Los Angeles, California, United States, North America",thenxtstop.com/,,"$625,000",Seed,3,—,2
Seed Round - Ubiterra,Seed,Seed,"$515,588","Apr 17, 2020",Ubiterra,Ubiterra develops cloud-based technologies to manage the data needs of the oil and gas industry.,"Cloud Data Services, Data Center Automation, Oil and Gas, Software",—,"Denver, Colorado, United States, North America",www.ubiterra.com,,"$3,196,815",Seed,8,—,—
"Seed Round - Qbrics, Inc",Seed,Seed,"$110,000","Apr 1, 2020","Qbrics, Inc","Create your digital rights, Its your work and information.","Blockchain, Compliance, PaaS, Quantum Computing, Software, Supply Chain Management","South Asian Founded, South Asian Led","Paducah, Kentucky, United States, North America",www.qbrics.com,,"$255,000",Seed,5,—,1
Pre Seed Round - LANFarms,Pre-Seed,Seed,"$50,000","May 2, 2020",LANFarms,LANFarms provides a medium to buy and sell agro products across the border and access world-class agrocommerce services.,"Agriculture, AgTech, E-Commerce",Black / African American Led,"Middletown, Delaware, United States, North America",lanfarms.com,,"$158,000",Seed,2,Uchechukwu Ajuzieogu,1
Pre Seed Round - Incident Management Technology,Pre-Seed,Seed,"$100,000","Apr 29, 2020",Incident Management Technology,Incident Management Technology provides Response Intelligence solutions to maximize Public Safety responses.,"Information Technology, Public Safety, Software",—,"Malvern, Pennsylvania, United States, North America",www.pamsfd.com/,,"$145,000",Seed,2,—,—
Pre Seed Round - Limitl3ss,Pre-Seed,Seed,"€300,000","Apr 15, 2020",Limitl3ss,Innovative Performance Marketing Network,"Affiliate Marketing, E-Commerce, Marketplace, SaaS, Software",—,"Los Angeles, California, United States, North America",www.limitl3ss.network,,"€1,500,000",Seed,2,—,1
Seed Round - Flossy,Seed,Seed,"$3,100,000","Mar 13, 2020",Flossy,Flossy is a dental platform that offers patients access to high-quality dental care at an affordable price.,"Dental, Health Care, Mobile Apps",—,"Los Angeles, California, United States, North America",www.flossy.com,,"$17,800,000",Early Stage Venture,2,Slow Ventures,11
Seed Round - Tortoise,Seed,Seed,"$2,800,000","Apr 16, 2020",Tortoise,Tortoise is an automated delivery platform for the retail and logistics industries.,"Computer, Software",—,"Mountain View, California, United States, North America",www.tortoise.dev/,,"$11,086,577",—,6,—,—
Seed Round - Blackburn Energy,Seed,Seed,"$2,100,000","Mar 23, 2020",Blackburn Energy,Blackburn Energy is a developer of a hybrid charging solution to turn heavy trucks into mobile charging platforms.,"Clean Energy, Electric Vehicle, Energy, Military, Transportation",—,"Rowley, Massachusetts, United States, North America",www.blackburnenergy.com/,,"$5,593,538",—,8,Geekdom Fund,1
Pre Seed Round - Panacash,Pre-Seed,Seed,"$500,000","Apr 12, 2020",Panacash,Micro-loans mobile app,FinTech,—,"Lewes, Delaware, United States, North America",panacash.co,,"$500,000",Seed,1,Finvestor LP,1
Seed Round - SegAna,Seed,Seed,"$178,063","Apr 14, 2020",SegAna,SegAna is a medical device company that offers a cloud-based platform for improving the radiation treatment of cancer.,"Biotechnology, Health Care, Life Science, Medical",—,"Orlando, Florida, United States, North America",www.seganatech.com,,"$1,252,800",Seed,6,—,—
Seed Round - IvyTech Design LLC,Seed,Seed,"$1,000","Apr 13, 2020",IvyTech Design LLC,Our start-up company designs orthopedic distractors and compressors that would replace multiple devices currently used in surgery.,"Health Care, Medical Device",—,"North Branford, Connecticut, United States, North America",,,"$31,000",Seed,2,—,1
Seed Round - Mentored,Seed,Seed,"$130,000","Apr 20, 2020",Mentored,"Mentored is a coaching and training platform for experts, corporations, the workforce, and education institutions.",Education,—,"New York, New York, United States, North America",mentored.com/,,"$390,000",Seed,4,—,1
Pre Seed Round - Eatsy Inc.,Pre-Seed,Seed,"$27,000","Apr 20, 2020",Eatsy Inc.,"Eatsy aims to create a new dinner delivery experience for our customers, by allowing you to enjoy meals from High-End Downtown restaurants.","Apps, B2C, Delivery, Delivery Service, E-Commerce, Food Delivery, Local, Logistics, Restaurants, Small and Medium Businesses","Middle Eastern / North African Founded, Middle Eastern / North African Led","Austin, Texas, United States, North America",geteatsy.com,,"$27,000",Seed,1,—,—
Seed Round - PIC Therapeutics,Seed,Seed,"$5,000,000","Apr 15, 2020",PIC Therapeutics,PIC Therapeutics is a biotechnology company focused on transforming the treatment of cancer.,"Biotechnology, Health Care, Medical, Therapeutics",Women Led,"Natick, Massachusetts, United States, North America",www.pictherapeutics.com/,,"$40,000,000",Early Stage Venture,2,Advent Life Sciences,2
Pre Seed Round - testRigor,Pre-Seed,Seed,"$718,333","Apr 7, 2020",testRigor,"testRigor uses AI to help its customers to decrease test maintenance 200X, speed up test creation 20X and empower manual QA to create tests","Artificial Intelligence, Developer Tools, Machine Learning, Quality Assurance, Software",—,"San Francisco, California, United States, North America",testrigor.com,,"$3,677,333",Seed,4,—,7
Seed Round - Biobot Analytics,Seed,Seed,"$4,200,000","Apr 21, 2020",Biobot Analytics,Biobot Analytics is a wastewater epidemiology company that is transforming wastewater infrastructure into public health observatories.,"Analytics, Big Data, Biotechnology, Health Care, Information Services, Water","Hispanic / Latine Founded, Hispanic / Latine Led, Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",www.biobot.io,,"$27,998,737",Early Stage Venture,7,The Engine,5
Seed Round - Sensegrass Inc,Seed,Seed,"$100,000","Mar 26, 2020",Sensegrass Inc,Sensegrass provides a platform for soil intelligence.,—,—,"San Mateo, California, United States, North America",sensegrass.com/,,"$627,771",Seed,12,—,—
Pre Seed Round - ProjectFIT,Pre-Seed,Seed,"$100,000","Apr 15, 2020",ProjectFIT,ProjectFIT helps you bring your unique fit profile into any store you shop online,"E-Commerce, Internet",—,"Austin, Texas, United States, North America",www.projectfit.io,,"$100,000",Seed,1,Precursor Ventures,1
Pre Seed Round - Whist,Pre-Seed,Seed,"$770,000","Apr 7, 2020",Whist,Whist is a Chrome browser that enables secure remote work from any device.,"Cloud Computing, Cyber Security, Operating Systems, Security, Software, Web Browsers",—,"New York, New York, United States, North America",www.whist.com,,"$3,975,000",Seed,4,Neo,4
Seed Round - FactoryFix,Seed,Seed,"$1,800,000","Mar 18, 2020",FactoryFix,FactoryFix connects manufacturing companies to vetted skilled workers for on-demand labor needs.,"Industrial Automation, Manufacturing, Marketplace",—,"Chicago, Illinois, United States, North America",www.factoryfix.com,,"$19,780,024",Early Stage Venture,6,—,5
Pre Seed Round - Secure Block Technologies,Pre-Seed,Seed,"$50,000","Apr 15, 2020",Secure Block Technologies,SBT's 'Overwatch' is the Industry leading Blockchain Operations Center (BOC). Monitor and Secure your Chains and dApps.,"Cyber Security, Enterprise, Information Technology",East Asian Led,"Los Angeles, California, United States, North America",secureblocktech.com/,,"$400,000",Seed,5,EXPERT DOJO,1
Pre Seed Round - OncoSenX,Pre-Seed,Seed,"$4,500,000","Apr 1, 2020",OncoSenX,OncoSenX is a developer of transient gene therapies designed for solid tumors.,"Biotechnology, Health Care",—,"Seattle, Washington, United States, North America",www.oncosenx.com/,,"$11,700,000",Seed,5,—,4
Seed Round - Crativ Packaging,Seed,Seed,"$125,000","Mar 30, 2020",Crativ Packaging,CRATIV Packaging is a packaging manufacturer that provides child-resistant cannabis packaging.,Medical,—,"Denver, Colorado, United States, North America",crativpackaging.com/,,"$125,000",Seed,1,—,—
Seed Round - Benepass,Seed,Seed,"$2,549,997","Apr 20, 2020",Benepass,Benepass empowers companies to support every employee’s unique definition of wellbeing.,"Employee Benefits, Enterprise Software, FinTech","Women Founded, Women Led","New York, New York, United States, North America",www.getbenepass.com/,,"$14,734,996",Early Stage Venture,3,Gradient Ventures,7
Pre Seed Round - Dropprint Genomics,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Dropprint Genomics,Dropprint Genomics provides cell technology and machine learning models that characterize the immune system.,"Big Data, Life Science, Machine Learning","Women Founded, Women Led","San Francisco, California, United States, North America",dropprintgen.com/,,"$150,000",M&A,1,Y Combinator,1
Seed Round - Mutable,Seed,Seed,"$1,500,000","Mar 31, 2020",Mutable,"Mutable enables low latency, heightened security, and operational efficiency.","Cloud Infrastructure, Developer Tools, Internet, Telecommunications",Women Founded,"Denver, Colorado, United States, North America",mutable.io/,,"$1,720,000",Seed,4,"Fly Ventures, Lunar Ventures",5
Seed Round - Mobiz,Seed,Seed,"$1,000,000","Mar 31, 2020",Mobiz,Mobiz is a software company that offers SMS marketing solutions.,"Messaging, SaaS, SMS, Software",—,"West Hollywood, California, United States, North America",www.mobiz.co,,"$6,000,000",Seed,4,Kalon Venture Partners,1
Seed Round - LeanLaw,Seed,Seed,"$110,000","May 5, 2020",LeanLaw,"LeanLaw offers legal billing software programs for accounting, timekeeping, invoicing, and more for various sized law firms.","Advice, Consulting, Legal",—,"Boise, Idaho, United States, North America",leanlaw.co,,"$6,382,000",Early Stage Venture,7,—,—
Seed Round - Solenic Medical,Seed,Seed,"$610,000","Apr 1, 2020",Solenic Medical,Solenic Medical is a medical device company that develops a non-invasive treatment for infected metallic implants in the body.,"Biotechnology, Health Care, Medical, Medical Device",—,"College Station, Texas, United States, North America",solenic.com,,"$7,262,000",Early Stage Venture,6,VIC Technology Venture Development,1
Seed Round - Yes,Seed,Seed,"$100,000","Apr 28, 2020",Yes,Yes is set out to build applications that connect people in real life.,"Application Performance Management, Apps, Mobile Apps, Web Apps",—,"Palo Alto, California, United States, North America",yesitsyes.com/,,"$100,000",M&A,1,—,—
Seed Round - Boost Profits,Seed,Seed,"$150,000","Apr 17, 2020",Boost Profits,Boost Profits  is an ISO that provides a disruptive full-service technology combining Boost Gateway services.,"Information Technology, Internet, Software",—,"Katy, Texas, United States, North America",www.boostupprofits.com/,,"$150,000",Seed,1,—,—
Seed Round - VC23,Seed,Seed,"$836,500","Mar 23, 2020",VC23,"VC23 is an investment management company that finds, analyzes, and structures venture capital investments in companies.","Finance, Financial Exchanges, Financial Services",—,"Avon, Connecticut, United States, North America",www.vc23investors.com,,"$2,751,528",—,3,—,—
Seed Round - Sedai,Seed,Seed,"$3,500,000","Mar 30, 2020",Sedai,Sedai delivers AI-powered cloud cost optimization and performance tuning for cloud teams to maximize savings and improve customer experience,"Cloud Computing, Cloud Management, Developer Tools, Information Technology, SaaS, Software",South Asian Founded,"Pleasanton, California, United States, North America",www.sedai.io/,,"$18,500,000",Early Stage Venture,2,Sierra Ventures,2
